key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,pubmed_id,pmc_id
2034278336; EJ1175062,Computer-Automated Approach for Scoring Short Essays in an Introductory Statistics Course,2018,,,Journal of Statistics Education,"E1069-1898, E1069-1898",26,1,40-47,"Zimmerman, Whitney Alicia and Kang, Hyun Bin and Kim, Kyung and Gao, Mengzhao and Johnson, Glenn and Clariana, Roy and Zhang, Fan",https://search.proquest.com/docview/2034278336?accountid=14433,English,"Taylor & Francis. , 530 Walnut Street Suite 850, Philadelphia, PA 19106.",,,"Zuletzt aktualisiert - 2018-05-04
SubjectsTermNotLitGenreText - 11139ER5 1815ER5 10321ER5 8043ER5 4558ER5  11095 1806 10278 8016 4542;  5501ER5 2362ER5 2526ER5  5482 2351 2515;  10140ER5 6431ER5 5983ER5  10102 6410 5964;  2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  830ER5 10713ER5  828 10669;  9405ER5 6461ER5  9371 6440;  3596ER5 11279ER5 10833ER5 6468ER5  3582 11233 10789 6447;  10825ER5 11254ER5 3641ER5 2427ER5 10069ER5  10781 11210 3627 2416 10031;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  9404ER5 2584ER5  9370 2572;  8195ER5 10833ER5 6468ER5  8166 10789 6447;  8380ER5 6603ER5  8349 6582;  4159ER5 3640ER5  4144 3626;  10369ER5 3640ER5  10326 3626;  10125ER5 2586ER5 3643ER5 6603ER5  10087 2574 3629 6582 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2013525899; EJ1168485,"An Investigation of the ""e-rater""® Automated Scoring Engine's Grammar, Usage, Mechanics, and Style Microfeatures and Their Aggregation Model. Research Report. ETS RR-17-04",2017,,,ETS Research Report Series,,,,1-16,"Chen, Jing and Zhang, Mo and Bejar, Isaac I.",https://search.proquest.com/docview/2013525899?accountid=14433,English,"Educational Testing Service, Rosedale Road, MS19-R Princeton, NJ 08541",,,"Anzahl der Quellenangaben - 28
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  9405ER5 6461ER5  9371 6440;  830ER5 10713ER5  828 10669;  3596ER5 11279ER5 10833ER5 6468ER5  3582 11233 10789 6447;  6997ER5 2596ER5 5167ER5 5176ER5 9591ER5  6971 2584 5150 5159 9556;  4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  4466 2754 6089 9804 9351 5964;  5819ER5  5800;  6903ER5 8783ER5 10125ER5 2586ER5 3643ER5 6603ER5  6878 8751 10087 2574 3629 6582;  11671ER5 3640ER5  11625 3626;  11501ER5 9404ER5 2584ER5  11455 9370 2572;  8123ER5  8094;  1781ER5 10833ER5 6468ER5  1772 10789 6447;  5816ER5 11279ER5 10833ER5 6468ER5  5797 11233 10789 6447;  5804ER5 1ER5  5785 1;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  10825ER5 11254ER5 3641ER5 2427ER5 10069ER5  10781 11210 3627 2416 10031 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2013524219; EJ1168733,Toward the Automated Scoring of Written Arguments: Developing an Innovative Approach for Annotation. Research Report. ETS RR-17-11,2017,,,ETS Research Report Series,,,,1-17,"Song, Yi and Deane, Paul and Beigman Klebanov, Beata",https://search.proquest.com/docview/2013524219?accountid=14433,English,"Educational Testing Service, Rosedale Road, MS19-R Princeton, NJ 08541",,,"Anzahl der Quellenangaben - 23
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 9405ER5 6461ER5  9371 6440;  830ER5 10713ER5  828 10669;  7811ER5 9016ER5 5771ER5  7784 8983 5752;  2994ER5 5167ER5 5176ER5 9591ER5  2981 5150 5159 9556;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  11685ER5 11279ER5 10833ER5 6468ER5  11639 11233 10789 6447;  1602ER5 7430ER5  1595 7404;  8808ER5 3641ER5 2427ER5 10069ER5  8776 3627 2416 10031;  4971ER5  4954;  1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2009559490; EJ1160266,Different Approaches to Assessing the Quality of Explanations Following a Multiple-Document Inquiry Activity in Science,2017,,,International Journal of Artificial Intelligence in Education,"1560-4292, 1560-4292",27,4,758-790,"Wiley, Jennifer and Hastings, Peter and Blaum, Dylan and Jaeger, Allison J. and Hughes, Simon and Wallace, Patricia and Griffin, Thomas D. and Britt, M. Anne",https://search.proquest.com/docview/2009559490?accountid=14433,English,"Springer, 233 Spring Street, New York, NY 10013",,,"Anzahl der Quellenangaben - 71
Zuletzt aktualisiert - 2018-08-31
Vertragsnummer - R305F100007; R305B070460; 1535299
SubjectsTermNotLitGenreText - 9371ER5 5259ER5  9337 5242;  1653ER5 7881ER5 3532ER5  1646 7854 3518;  3126ER5 997ER5 7002ER5 9385ER5 5983ER5  3112 994 6976 9351 5964;  2093ER5 5923ER5 1719ER5  2082 5904 1710;  9388ER5  9354;  1719ER5  1710;  1706ER5 1602ER5 7430ER5  1699 1595 7404;  1357ER5 6775ER5 9687ER5 6603ER5  1352 6752 9651 6582;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  3282ER5 10713ER5  3268 10669;  10719ER5  10675;  10664ER5 3241ER5 6603ER5  10621 3227 6582;  5360ER5 2026ER5 2085ER5 2084ER5 10719ER5  5343 2015 2074 2073 10675 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not formal learning context,not targeted at improving writing",,
2009558587; EJ1160247,Assessing Students' Use of Evidence and Organization in Response-to-Text Writing: Using Natural Language Processing for Rubric-Based Automated Scoring,2017,,,International Journal of Artificial Intelligence in Education,"1560-4292, 1560-4292",27,4,694-728,"Rahimi, Zahra and Litman, Diane and Correnti, Richard and Wang, Elaine and Matsumura, Lindsay Clare",https://search.proquest.com/docview/2009558587?accountid=14433,English,"Springer, 233 Spring Street, New York, NY 10013",,,"Anzahl der Quellenangaben - 57
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 9405ER5 6461ER5  9371 6440;  830ER5 10713ER5  828 10669;  9408ER5 3643ER5 6603ER5  9374 3629 6582;  6997ER5 2596ER5 5167ER5 5176ER5 9591ER5  6971 2584 5150 5159 9556;  3659ER5  3645;  6775ER5 9687ER5 6603ER5  6752 9651 6582;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  4437ER5 5281ER5  4422 5264;  4438ER5 5281ER5  4423 5264;  4439ER5 5281ER5  4424 5264;  4440ER5 5281ER5  4425 5264;  8126ER5 11254ER5 3641ER5 2427ER5 10069ER5  8097 11210 3627 2416 10031;  11671ER5 3640ER5  11625 3626;  7430ER5  7404;  11660ER5 6120ER5 5771ER5  11614 5752 6101 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Duplicate",,
2009557811; EJ1160270,Reflective Writing about the Utility Value of Science as a Tool for Increasing STEM Motivation and Retention -- Can AI Help Scale Up?,2017,,,International Journal of Artificial Intelligence in Education,"1560-4292, 1560-4292",27,4,791-818,"Beigman Klebanov, Beata and Burstein, Jill and Harackiewicz, Judith M. and Priniski, Stacy J. and Mulholland, Matthew",https://search.proquest.com/docview/2009557811?accountid=14433,English,"Springer, 233 Spring Street, New York, NY 10013",,,"Anzahl der Quellenangaben - 63
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 10148ER5 3164ER5  10110 3150;  2184ER5 11675ER5 5259ER5 11660ER5 6120ER5 5771ER5  2173 11629 5242 11614 5752 6101;  11675ER5 5259ER5  11629 5242;  5489ER5  5470;  10257ER5 5394ER5  10215 5377;  52ER5 7756ER5 912ER5  52 7729 909;  6997ER5 2596ER5 5167ER5 5176ER5 9591ER5  6971 2584 5150 5159 9556;  10719ER5  10675;  11671ER5 3640ER5  11625 3626;  9405ER5 6461ER5  9371 6440;  830ER5 10713ER5  828 10669;  998ER5 997ER5 7002ER5 9385ER5 5983ER5  995 994 6976 9351 5964;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  646ER5  644;  10268ER5 6852ER5  10226 6827 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
2011262879; EJ1163983,Automated Essay Feedback Generation and Its Impact on Revision,2017,,,IEEE Transactions on Learning Technologies,"1939-1382, 1939-1382",10,4,502-513,"Liu, Ming and Li, Yi and Xu, Weiwei and Liu, Li",https://search.proquest.com/docview/2011262879?accountid=14433,English,"Institute of Electrical and Electronics Engineers, Inc. 445 Hoes Lane, Piscataway, NJ 08854",,,"Anzahl der Quellenangaben - 59
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 4124ER5 4350ER5  4109 4335;  1815ER5 10321ER5 8043ER5 4558ER5  1806 10278 8016 4542;  9438ER5 5901ER5  9404 5882;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  6276ER5 10321ER5 8043ER5 4558ER5  6256 10278 8016 4542;  11671ER5 3640ER5  11625 3626;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  3939ER5 5365ER5 8800ER5  3924 5348 8768;  2054ER5 1860ER5 10724ER5 1873ER5 10713ER5  2043 10680 1862 10669 1849;  2029ER5 2085ER5 2084ER5 10719ER5 10827ER5 6467ER5 6603ER5  2018 10783 6446 6582 2074 2073 10675;  9405ER5 6461ER5  9371 6440;  4481ER5 2766ER5 6108ER5 9842ER5 9385ER5 5983ER5  4466 2754 6089 9804 9351 5964;  10023ER5 5771ER5  9985 5752;  9571ER5  9536;  10841ER5  10797;  9016ER5 5771ER5  8983 5752;  2139ER5  2128;  1602ER5 7430ER5  1595 7404;  3585ER5  3571;  5321ER5 5184ER5 2085ER5 2084ER5 10719ER5 2056ER5 7077ER5  5304 5167 2074 2073 10675 2045 7051;  3916ER5 8868ER5  3901 8836;  11675ER5 5259ER5  11629 5242;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  5478ER5 8808ER5 3641ER5 2427ER5 10069ER5  5459 8776 3627 2416 10031;  830ER5 10713ER5  828 10669;  11674ER5 5016ER5  11628 4999;  10219ER5 732ER5  10181 730;  9506ER5 3640ER5  9472 3626; China RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
1969014487; EJ1154998,Grounding Lexical Diversity in Human Judgments,2017,,,Language Testing,"0265-5322, 0265-5322",34,4,537-553,"Jarvis, Scott",https://search.proquest.com/docview/1969014487?accountid=14433,English,"SAGE Publications, 2455 Teller Road, Thousand Oaks, CA 91320",,,"Anzahl der Quellenangaben - 28
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 2015ER5 6108ER5 9842ER5 9385ER5 5983ER5  2004 6089 9804 9351 5964;  3495ER5 9442ER5 5765ER5 3494ER5 5095ER5 5821ER5  3481 9408 5746 3480 5078 5802;  9438ER5 5901ER5  9404 5882;  6993ER5 8043ER5 4558ER5  6967 8016 4542;  3653ER5 8043ER5 4558ER5  3639 8016 4542;  11660ER5 6120ER5 5771ER5  11614 5752 6101;  11671ER5 3640ER5  11625 3626;  2156ER5 10825ER5 11254ER5 3641ER5 2427ER5 10069ER5  2145 10781 11210 3627 2416 10031;  5478ER5 8808ER5 3641ER5 2427ER5 10069ER5  5459 8776 3627 2416 10031;  2665ER5 1719ER5  2653 1710;  10125ER5 2586ER5 3643ER5 6603ER5  10087 2574 3629 6582;  7254ER5 10833ER5 6468ER5  7228 10789 6447;  5819ER5  5800;  5820ER5 9875ER5 6108ER5 9842ER5 9385ER5 5983ER5  5801 9837 6089 9804 9351 5964;  5804ER5 1ER5  5785 1;  7838ER5 7841ER5 7852ER5 6108ER5 9842ER5 9385ER5 5983ER5  7811 7814 7825 6089 9804 9351 5964;  4467ER5 1815ER5 10321ER5 8043ER5 4558ER5  4452 1806 10278 8016 4542;  11139ER5 1815ER5 10321ER5 8043ER5 4558ER5  11095 1806 10278 8016 4542;  10436ER5 5095ER5 5821ER5  10393 5078 5802;  4029ER5 5821ER5  4014 5802;  6990ER5 5765ER5  6964 5746;  4583ER5  4566;  3597ER5 6132ER5 7130ER5 8402ER5 6139ER5 4935ER5 5983ER5  3583 6113 7104 8371 6120 4918 5964;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582; Ohio RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
1969013185; EJ1151505,Alphabet Writing and Allograph Selection as Predictors of Spelling in Sentences Written by Spanish-Speaking Children Who Are Poor or Good Keyboarders,2017,,,Journal of Learning Disabilities,"0022-2194, 0022-2194",50,5,543-551,"Peake, Christian and Diaz, Alicia and Artiles, Ceferino",https://search.proquest.com/docview/1969013185?accountid=14433,English,"SAGE Publications and Hammill Institute on Disabilities, 2455 Teller Road, Thousand Oaks, CA 91320",,,"Anzahl der Quellenangaben - 34
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 4124ER5 4350ER5  4109 4335;  425ER5  423;  10023ER5 5771ER5  9985 5752;  9571ER5  9536;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  5661ER5 1228ER5 9726ER5 1ER5  5642 1223 9690 1;  3377ER5 10321ER5 8043ER5 4558ER5  3363 10278 8016 4542;  4428ER5 5281ER5  4413 5264;  4434ER5 5281ER5  4419 5264;  4435ER5 5281ER5  4420 5264;  4624ER5 5771ER5  4607 5752;  5910ER5 2890ER5  5891 2877;  314ER5 5071ER5 2854ER5  312 5054 2842;  11685ER5 11279ER5 10833ER5 6468ER5  11639 11233 10789 6447;  6540ER5 1719ER5  6519 1710;  10125ER5 2586ER5 3643ER5 6603ER5  10087 2574 3629 6582;  2278ER5 10125ER5 2586ER5 3643ER5 6603ER5  2267 10087 2574 3629 6582;  11660ER5 6120ER5 5771ER5  11614 5752 6101;  8128ER5  8099;  6903ER5 8783ER5 10125ER5 2586ER5 3643ER5 6603ER5  6878 8751 10087 2574 3629 6582; Spain RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: Duplicate",,
2011262426; ED578308,The Potential of Automated Corrective Feedback to Remediate Cohesion Problems in Advanced Students' Writing,2017,,,Research-publishing.net,,,,1-7,"Strobl, Carola",https://search.proquest.com/docview/2011262426?accountid=14433,English,"Research-publishing.net, La Grange des Noyes, 25110 Voillans, France",,,"Anzahl der Quellenangaben - 6
Zuletzt aktualisiert - 2018-08-31 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: second language",,
2101365334; ED584157,Word Embedding for Response-to-Text Assessment of Evidence,2017,,,Grantee Submission,,,,1-7,"Zhang, Haoran and Litman, Diane",https://search.proquest.com/docview/2101365334?accountid=14433,English,,,,"Anzahl der Quellenangaben - 17
Zuletzt aktualisiert - 2018-09-10
Vertragsnummer - R305A160245 RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not targeted at improving writing",,
1969016110; EJ1146719,Learning to Integrate Divergent Information Sources: The Interplay of Epistemic Cognition and Epistemic Metacognition,2017,,,Metacognition and Learning,"1556-1623, 1556-1623",12,2,193-232,"Barzilai, Sarit and Ka'adan, Ibtisam",https://search.proquest.com/docview/1969016110?accountid=14433,English,"Springer, 233 Spring Street, New York, NY 10013",,,"Anzahl der Quellenangaben - 108
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 3552ER5 7834ER5 4935ER5 5983ER5  3538 7807 4918 5964;  6584ER5 1719ER5  6563 1710;  2052ER5 10709ER5  2041 10666;  5179ER5  5162;  9154ER5 10664ER5 3241ER5 6603ER5  9121 10621 3227 6582;  5930ER5 6603ER5  5911 6582;  4735ER5 96ER5  4718 96;  6665ER5 10321ER5 8043ER5 4558ER5  6644 10278 8016 4542;  4441ER5 5281ER5  4426 5264;  586ER5 8043ER5 4558ER5  584 8016 4542;  4124ER5 4350ER5  4109 4335;  11666ER5 677ER5 5259ER5 11672ER5  11620 11626 675 5242;  10460ER5 3643ER5 6603ER5  10417 3629 6582;  2218ER5 8884ER5 6603ER5 4558ER5  2207 4542 8852 6582;  3713ER5 8884ER5 6603ER5 4558ER5  3698 4542 8852 6582;  5489ER5  5470;  6461ER5  6440; Israel RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not feedback,not computer-based",,
1941336654; EJ1148140,Written Language Bursts Mediate the Relationship between Transcription Skills and Writing Performance,2017,,,Written Communication,"0741-0883, 0741-0883",34,3,306-332,"Limpo, Teresa and Alves, Rui A.",https://search.proquest.com/docview/1941336654?accountid=14433,English,"SAGE Publications, 2455 Teller Road, Thousand Oaks, CA 91320",,,"Anzahl der Quellenangaben - 52
Zuletzt aktualisiert - 2018-08-31
SubjectsTermNotLitGenreText - 11687ER5 5765ER5  11641 5746;  4624ER5 5771ER5  4607 5752;  10023ER5 5771ER5  9985 5752;  11681ER5 5811ER5 9726ER5 1ER5 11661ER5 11271ER5  11635 11615 11225 1 5792 9690;  11660ER5 6120ER5 5771ER5  11614 5752 6101;  11675ER5 5259ER5  11629 5242;  11671ER5 3640ER5  11625 3626;  11678ER5  11632;  3377ER5 10321ER5 8043ER5 4558ER5  3363 10278 8016 4542;  4434ER5 5281ER5  4419 5264;  425ER5  423;  10174ER5 5771ER5  10136 5752;  7661ER5 6911ER5 10125ER5 2586ER5 3643ER5 6603ER5  7635 6886 10087 2574 3629 6582;  4124ER5 4350ER5  4109 4335;  2085ER5 2084ER5 10719ER5  2074 2073 10675;  10125ER5 2586ER5 3643ER5 6603ER5  10087 2574 3629 6582;  6456ER5 10140ER5 6431ER5 5983ER5 10125ER5 2586ER5 3643ER5 6603ER5  6435 10102 6410 5964 10087 2574 3629 6582; Portugal RAYYAN-INCLUSION: {""juergen.schneider""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not feedback",,
